ORDERID,CUSTID,EMPID,ORDERDATE,REQUIREDDATE,SHIPPEDDATE,SHIPPERID,FREIGHT,SHIPNAME,SHIPADDRESS,SHIPCITY,SHIPREGION,SHIPPOSTALCODE,SHIPCOUNTRY
10635,49,8,2015-08-18,2015-09-15,2015-08-21,3,47.46,Ship to 49-A,Via Ludovico il Moro 8901,Bergamo,,10235,Italy
10636,87,4,2015-08-19,2015-09-16,2015-08-26,1,1.15,Ship to 87-A,Torikatu 1234,Oulu,,10350,Finland
10637,62,6,2015-08-19,2015-09-16,2015-08-26,1,201.29,Ship to 62-C,"Alameda dos Canàrios, 0123",Sao Paulo,SP,10278,Brazil
10638,47,3,2015-08-20,2015-09-17,2015-09-01,1,158.44,Ship to 47-B,Ave. 5 de Mayo Porlamar 4567,I. de Margarita,Nueva Esparta,10231,Venezuela
10639,70,7,2015-08-20,2015-09-17,2015-08-27,3,38.64,Ship to 70-B,Erling Skakkes gate 5678,Staver,,10303,Norway
10640,86,4,2015-08-21,2015-09-18,2015-08-28,1,23.55,Ship to 86-A,Adenauerallee 8901,Stuttgart,,10347,Germany
10641,35,4,2015-08-22,2015-09-19,2015-08-26,2,179.61,Destination JYDLM,Carrera1234 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,10199,Venezuela
10642,73,7,2015-08-22,2015-09-19,2015-09-05,3,41.89,Ship to 73-C,Vinbæltet 2345,Kobenhav,,10311,Denmark
10643,1,6,2015-08-25,2015-09-22,2015-09-02,1,29.46,Destination LOUIE,Obere Str. 6789,Berli,,10154,Germany
10644,88,3,2015-08-25,2015-09-22,2015-09-01,2,0.14,Ship to 88-A,"Rua do Mercado, 4567",Resende,SP,10353,Brazil
10645,34,4,2015-08-26,2015-09-23,2015-09-02,1,12.41,Destination DPCVR,"Rua do Paço, 6789",Rio de Janeiro,RJ,10194,Brazil
10646,37,9,2015-08-27,2015-10-08,2015-09-03,3,142.33,Destination ATSOA,4567 Johnstown Road,Cork,Co. Cork,10202,Ireland
10647,61,4,2015-08-27,2015-09-10,2015-09-03,2,45.54,Ship to 61-B,"Rua da Panificadora, 6789",Rio de Janeiro,RJ,10274,Brazil
10648,67,5,2015-08-28,2015-10-09,2015-09-09,2,14.25,Ship to 67-C,"Av. Copacabana, 5678",Rio de Janeiro,RJ,10293,Brazil
10649,50,5,2015-08-28,2015-09-25,2015-08-29,3,6.2,Ship to 50-B,Rue Joseph-Bens 4567,Bruxelles,,10242,Belgium
10650,21,5,2015-08-29,2015-09-26,2015-09-03,3,176.81,Destination SSYXZ,"Rua Orós, 3456",Sao Paulo,SP,10161,Brazil
10651,86,8,2015-09-01,2015-09-29,2015-09-11,2,20.6,Ship to 86-A,Adenauerallee 8901,Stuttgart,,10347,Germany
10652,31,4,2015-09-01,2015-09-29,2015-09-08,2,7.14,Destination VNIAG,"Av. Brasil, 9012",Campinas,SP,10187,Brazil
10653,25,1,2015-09-02,2015-09-30,2015-09-19,1,93.25,Destination QOCBL,Berliner Platz 1234,Münche,,10169,Germany
10654,5,5,2015-09-02,2015-09-30,2015-09-11,1,55.26,Ship to 5-C,Berguvsvägen  1234,Luleå,,10269,Swede
10655,66,1,2015-09-03,2015-10-01,2015-09-11,2,4.41,Ship to 66-B,Strada Provinciale 1234,Reggio Emilia,,10289,Italy
10656,32,6,2015-09-04,2015-10-02,2015-09-10,1,57.15,Destination AVQUS,2345 Baker Blvd.,Eugene,OR,10190,USA
10657,71,2,2015-09-04,2015-10-02,2015-09-15,2,352.69,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA
10658,63,4,2015-09-05,2015-10-03,2015-09-08,1,364.15,Ship to 63-C,Taucherstraße 3456,Cunewalde,,10281,Germany
10659,62,7,2015-09-05,2015-10-03,2015-09-10,2,105.81,Ship to 62-B,"Alameda dos Canàrios, 9012",Sao Paulo,SP,10277,Brazil
10660,36,8,2015-09-08,2015-10-06,2015-10-15,1,111.29,Destination HOHCR,City Center Plaza 3456 Main St.,Elgi,OR,10201,USA
10661,37,7,2015-09-09,2015-10-07,2015-09-15,3,17.55,Destination ATSOA,4567 Johnstown Road,Cork,Co. Cork,10202,Ireland
10662,48,3,2015-09-09,2015-10-07,2015-09-18,2,1.28,Ship to 48-C,7890 Chiaroscuro Rd.,Portland,OR,10234,USA
10663,9,2,2015-09-10,2015-09-24,2015-10-03,2,113.15,Ship to 9-B,"9012, rue des Bouchers",Marseille,,10368,France
10664,28,1,2015-09-10,2015-10-08,2015-09-19,3,1.27,Destination OTSWR,Jardim das rosas n. 9012,Lisboa,,10177,Portugal
10665,48,1,2015-09-11,2015-10-09,2015-09-17,2,26.31,Ship to 48-B,6789 Chiaroscuro Rd.,Portland,OR,10233,USA
10666,68,7,2015-09-12,2015-10-10,2015-09-22,2,232.42,Ship to 68-A,Starenweg 6789,Genève,,10294,Switzerland
10667,20,7,2015-09-12,2015-10-10,2015-09-19,1,78.09,Destination CUVPF,Kirchgasse 1234,Graz,,10159,Austria
10668,86,1,2015-09-15,2015-10-13,2015-09-23,2,47.22,Ship to 86-C,Adenauerallee 0123,Stuttgart,,10349,Germany
10669,73,2,2015-09-15,2015-10-13,2015-09-22,1,24.39,Ship to 73-A,Vinbæltet 1234,Kobenhav,,10310,Denmark
10670,25,4,2015-09-16,2015-10-14,2015-09-18,1,203.48,Destination QOCBL,Berliner Platz 1234,Münche,,10169,Germany
10671,26,1,2015-09-17,2015-10-15,2015-09-24,1,30.34,Destination OPXJT,"4567, rue Royale",Nantes,,10172,France
10672,5,9,2015-09-17,2015-10-01,2015-09-26,2,95.75,Ship to 5-C,Berguvsvägen  1234,Luleå,,10269,Swede
10673,90,2,2015-09-18,2015-10-16,2015-09-19,1,22.76,Ship to 90-B,Keskuskatu 3456,Helsinki,,10362,Finland
10674,38,4,2015-09-18,2015-10-16,2015-09-30,2,0.9,Destination QVTLW,Garden House Crowther Way 7890,Cowes,Isle of Wight,10205,UK
10675,25,5,2015-09-19,2015-10-17,2015-09-23,2,31.85,Destination WEGWI,Berliner Platz 2345,Münche,,10170,Germany
10676,80,2,2015-09-22,2015-10-20,2015-09-29,2,2.01,Ship to 80-C,Avda. Azteca 5678,México D.F.,,10334,Mexico
10677,3,1,2015-09-22,2015-10-20,2015-09-26,3,4.03,Destination LANN,Mataderos  4567,México D.F.,,10212,Mexico
10678,71,7,2015-09-23,2015-10-21,2015-10-16,3,388.98,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA
10679,7,8,2015-09-23,2015-10-21,2015-09-30,3,27.94,Ship to 7-A,"0123, place Kléber",Strasbourg,,10329,France
10680,55,1,2015-09-24,2015-10-22,2015-09-26,1,26.61,Ship to 55-B,8901 Bering St.,Anchorage,AK,10256,USA
10681,32,3,2015-09-25,2015-10-23,2015-09-30,3,76.13,Destination AVQUS,2345 Baker Blvd.,Eugene,OR,10190,USA
10682,3,3,2015-09-25,2015-10-23,2015-10-01,2,36.13,Destination RTGIS,Mataderos  2345,México D.F.,,10210,Mexico
10683,18,2,2015-09-26,2015-10-24,2015-10-01,1,4.4,Destination FVRGC,"2345, rue des Cinquante Otages",Nantes,,10150,France
10684,56,3,2015-09-26,2015-10-24,2015-09-30,1,145.63,Ship to 56-B,Mehrheimerstr. 1234,Köl,,10259,Germany
10685,31,4,2015-09-29,2015-10-13,2015-10-03,2,33.75,Destination VNIAG,"Av. Brasil, 9012",Campinas,SP,10187,Brazil
10686,59,2,2015-09-30,2015-10-28,2015-10-08,1,96.5,Ship to 59-B,Geislweg 7890,Salzburg,,10265,Austria
10687,37,9,2015-09-30,2015-10-28,2015-10-30,2,296.43,Destination KPVYJ,5678 Johnstown Road,Cork,Co. Cork,10203,Ireland
10688,83,4,2015-10-01,2015-10-15,2015-10-07,2,299.09,Ship to 83-A,Smagsloget 0123,Århus,,10339,Denmark
10689,5,1,2015-10-01,2015-10-29,2015-10-07,2,13.42,Ship to 5-B,Berguvsvägen  0123,Luleå,,10268,Swede
10690,34,1,2015-10-02,2015-10-30,2015-10-03,1,15.8,Destination JPAIY,"Rua do Paço, 8901",Rio de Janeiro,RJ,10196,Brazil
10691,63,2,2015-10-03,2015-11-14,2015-10-22,2,810.05,Ship to 63-B,Taucherstraße 2345,Cunewalde,,10280,Germany
10692,1,4,2015-10-03,2015-10-31,2015-10-13,2,61.02,Destination RSVRP,Obere Str. 8901,Berli,,10156,Germany
10693,89,3,2015-10-06,2015-10-20,2015-10-10,3,139.34,Ship to 89-C,9012 - 12th Ave. S.,Seattle,WA,10358,USA
10694,63,8,2015-10-06,2015-11-03,2015-10-09,3,398.36,Ship to 63-A,Taucherstraße 1234,Cunewalde,,10279,Germany
10695,90,7,2015-10-07,2015-11-18,2015-10-14,1,16.72,Ship to 90-C,Keskuskatu 4567,Helsinki,,10363,Finland
10696,89,8,2015-10-08,2015-11-19,2015-10-14,3,102.55,Ship to 89-A,7890 - 12th Ave. S.,Seattle,WA,10356,USA
10697,47,3,2015-10-08,2015-11-05,2015-10-14,1,45.52,Ship to 47-B,Ave. 5 de Mayo Porlamar 4567,I. de Margarita,Nueva Esparta,10231,Venezuela
10698,20,4,2015-10-09,2015-11-06,2015-10-17,1,272.47,Destination RVDMF,Kirchgasse 9012,Graz,,10157,Austria
10699,52,3,2015-10-09,2015-11-06,2015-10-13,3,0.58,Ship to 52-B,Heerstr. 0123,Leipzig,,10248,Germany
10700,71,3,2015-10-10,2015-11-07,2015-10-16,1,65.1,Ship to 71-C,9012 Suffolk Ln.,Boise,ID,10307,USA
10701,37,6,2015-10-13,2015-10-27,2015-10-15,3,220.31,Destination KPVYJ,5678 Johnstown Road,Cork,Co. Cork,10203,Ireland
10702,1,4,2015-10-13,2015-11-24,2015-10-21,1,23.94,Destination ZELZJ,Obere Str. 7890,Berli,,10155,Germany
10703,24,6,2015-10-14,2015-11-11,2015-10-20,2,152.3,Destination KBSB,Åkergatan 9012,Bräcke,,10167,Swede
10704,62,6,2015-10-14,2015-11-11,2015-11-07,1,4.78,Ship to 62-C,"Alameda dos Canàrios, 0123",Sao Paulo,SP,10278,Brazil
10705,35,9,2015-10-15,2015-11-12,2015-11-18,2,3.52,Destination JYDLM,Carrera1234 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,10199,Venezuela
10706,55,8,2015-10-16,2015-11-13,2015-10-21,3,135.63,Ship to 55-C,9012 Bering St.,Anchorage,AK,10257,USA
10707,4,4,2015-10-16,2015-10-30,2015-10-23,3,21.74,Ship to 4-A,Brook Farm Stratford St. Mary 0123,Colchester,Essex,10238,UK
10708,77,6,2015-10-17,2015-11-28,2015-11-05,2,2.96,Ship to 77-C,3456 Jefferson Way Suite 2,Portland,OR,10322,USA
10709,31,1,2015-10-17,2015-11-14,2015-11-20,3,210.8,Destination GWPFK,"Av. Brasil, 0123",Campinas,SP,10188,Brazil
10710,27,1,2015-10-20,2015-11-17,2015-10-23,1,4.98,Destination FFLQT,Via Monte Bianco 6789,Torino,,10174,Italy
10711,71,5,2015-10-21,2015-12-02,2015-10-29,2,52.41,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA
10712,37,3,2015-10-21,2015-11-18,2015-10-31,1,89.93,Destination KPVYJ,5678 Johnstown Road,Cork,Co. Cork,10203,Ireland
10713,71,1,2015-10-22,2015-11-19,2015-10-24,1,167.05,Ship to 71-C,9012 Suffolk Ln.,Boise,ID,10307,USA
10714,71,5,2015-10-22,2015-11-19,2015-10-27,3,24.49,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA
10715,9,3,2015-10-23,2015-11-06,2015-10-29,1,63.2,Ship to 9-B,"9012, rue des Bouchers",Marseille,,10368,France
10716,64,4,2015-10-24,2015-11-21,2015-10-27,2,22.57,Ship to 64-B,Av. del Libertador 5678,Buenos Aires,,10283,Argentina
10717,25,1,2015-10-24,2015-11-21,2015-10-29,2,59.25,Destination QOCBL,Berliner Platz 1234,Münche,,10169,Germany
10718,39,1,2015-10-27,2015-11-24,2015-10-29,3,170.88,Destination DKMQA,Maubelstr. 0123,Brandenburg,,10208,Germany
10719,45,8,2015-10-27,2015-11-24,2015-11-05,2,51.44,Ship to 45-A,8901 Polk St. Suite 5,San Francisco,CA,10225,USA
10720,61,8,2015-10-28,2015-11-11,2015-11-05,2,9.53,Ship to 61-C,"Rua da Panificadora, 7890",Rio de Janeiro,RJ,10275,Brazil
10721,63,5,2015-10-29,2015-11-26,2015-10-31,3,48.92,Ship to 63-A,Taucherstraße 1234,Cunewalde,,10279,Germany
10722,71,8,2015-10-29,2015-12-10,2015-11-04,1,74.58,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA
10723,89,3,2015-10-30,2015-11-27,2015-11-25,1,21.72,Ship to 89-C,9012 - 12th Ave. S.,Seattle,WA,10358,USA
10724,51,8,2015-10-30,2015-12-11,2015-11-05,2,57.75,Ship to 51-A,6789 rue St. Laurent,Montréal,Québec,10244,Canada
10725,21,4,2015-10-31,2015-11-28,2015-11-05,3,10.83,Destination KKELL,"Rua Orós, 4567",Sao Paulo,SP,10162,Brazil
10726,19,4,2015-11-03,2015-11-17,2015-12-05,1,16.56,Destination FRCGJ,5678 King George,Londo,,10153,UK
10727,66,2,2015-11-03,2015-12-01,2015-12-05,1,89.9,Ship to 66-A,Strada Provinciale 0123,Reggio Emilia,,10288,Italy
10728,62,4,2015-11-04,2015-12-02,2015-11-11,2,58.33,Ship to 62-A,"Alameda dos Canàrios, 8901",Sao Paulo,SP,10276,Brazil
10729,47,8,2015-11-04,2015-12-16,2015-11-14,3,141.06,Ship to 47-A,Ave. 5 de Mayo Porlamar 3456,I. de Margarita,Nueva Esparta,10230,Venezuela
10730,9,5,2015-11-05,2015-12-03,2015-11-14,1,20.12,Ship to 9-A,"8901, rue des Bouchers",Marseille,,10367,France
10731,14,7,2015-11-06,2015-12-04,2015-11-14,1,96.65,Destination YUJRD,Hauptstr. 1234,Ber,,10139,Switzerland
10732,9,3,2015-11-06,2015-12-04,2015-11-07,1,16.97,Ship to 9-A,"8901, rue des Bouchers",Marseille,,10367,France
10733,5,1,2015-11-07,2015-12-05,2015-11-10,3,110.11,Ship to 5-A,Berguvsvägen  9012,Luleå,,10267,Swede
10734,31,2,2015-11-07,2015-12-05,2015-11-12,3,1.63,Destination VNIAG,"Av. Brasil, 9012",Campinas,SP,10187,Brazil
10735,45,6,2015-11-10,2015-12-08,2015-11-21,2,45.97,Ship to 45-A,8901 Polk St. Suite 5,San Francisco,CA,10225,USA
10736,37,9,2015-11-11,2015-12-09,2015-11-21,2,44.1,Destination DGKOU,6789 Johnstown Road,Cork,Co. Cork,10204,Ireland
10737,85,2,2015-11-11,2015-12-09,2015-11-18,2,7.79,Ship to 85-C,7890 rue de l'Abbaye,Reims,,10346,France
10738,74,2,2015-11-12,2015-12-10,2015-11-18,1,2.91,Ship to 74-A,"3456, rue Lauristo",Paris,,10312,France
10739,85,3,2015-11-12,2015-12-10,2015-11-17,3,11.08,Ship to 85-C,7890 rue de l'Abbaye,Reims,,10346,France
10740,89,4,2015-11-13,2015-12-11,2015-11-25,2,81.88,Ship to 89-B,8901 - 12th Ave. S.,Seattle,WA,10357,USA
10741,4,4,2015-11-14,2015-11-28,2015-11-18,3,10.96,Ship to 4-C,Brook Farm Stratford St. Mary 2345,Colchester,Essex,10240,UK
10742,10,3,2015-11-14,2015-12-12,2015-11-18,3,243.73,Destination LPHSI,3456 Tsawassen Blvd.,Tsawasse,BC,10131,Canada
10743,4,1,2015-11-17,2015-12-15,2015-11-21,2,23.72,Ship to 4-C,Brook Farm Stratford St. Mary 2345,Colchester,Essex,10240,UK
10744,83,6,2015-11-17,2015-12-15,2015-11-24,1,69.19,Ship to 83-A,Smagsloget 0123,Århus,,10339,Denmark
10745,63,9,2015-11-18,2015-12-16,2015-11-27,1,3.52,Ship to 63-C,Taucherstraße 3456,Cunewalde,,10281,Germany
10746,14,1,2015-11-19,2015-12-17,2015-11-21,3,31.43,Destination NRTZZ,Hauptstr. 0123,Ber,,10138,Switzerland
10747,59,6,2015-11-19,2015-12-17,2015-11-26,1,117.33,Ship to 59-B,Geislweg 7890,Salzburg,,10265,Austria
10748,71,3,2015-11-20,2015-12-18,2015-11-28,1,232.55,Ship to 71-B,8901 Suffolk Ln.,Boise,ID,10306,USA
10749,38,4,2015-11-20,2015-12-18,2015-12-19,2,61.53,Destination QVTLW,Garden House Crowther Way 7890,Cowes,Isle of Wight,10205,UK
10750,87,9,2015-11-21,2015-12-19,2015-11-24,1,79.3,Ship to 87-C,Torikatu 3456,Oulu,,10352,Finland
10751,68,3,2015-11-24,2015-12-22,2015-12-03,3,130.79,Ship to 68-A,Starenweg 6789,Genève,,10294,Switzerland
10752,53,2,2015-11-24,2015-12-22,2015-11-28,3,1.39,Ship to 53-C,South House 3456 Queensbridge,Londo,,10251,UK
10753,27,3,2015-11-25,2015-12-23,2015-11-27,1,7.7,Destination DICGM,Via Monte Bianco 7890,Torino,,10175,Italy
10754,49,6,2015-11-25,2015-12-23,2015-11-27,3,2.38,Ship to 49-B,Via Ludovico il Moro 9012,Bergamo,,10236,Italy
10755,9,4,2015-11-26,2015-12-24,2015-11-28,2,16.71,Ship to 9-C,"0123, rue des Bouchers",Marseille,,10369,France
10756,75,8,2015-11-27,2015-12-25,2015-12-02,2,73.21,Ship to 75-C,P.O. Box 7890,Lander,WY,10316,USA
10757,71,6,2015-11-27,2015-12-25,2015-12-15,1,8.19,Ship to 71-B,8901 Suffolk Ln.,Boise,ID,10306,USA
10758,68,3,2015-11-28,2015-12-26,2015-12-04,3,138.17,Ship to 68-C,Starenweg 8901,Genève,,10296,Switzerland
10759,2,3,2015-11-28,2015-12-26,2015-12-12,3,11.99,Destination QOTQA,Avda. de la Constitución 3456,México D.F.,,10181,Mexico
10760,50,4,2015-12-01,2015-12-29,2015-12-10,1,155.64,Ship to 50-B,Rue Joseph-Bens 4567,Bruxelles,,10242,Belgium
10761,65,5,2015-12-02,2015-12-30,2015-12-08,2,18.66,Ship to 65-B,8901 Milton Dr.,Albuquerque,NM,10286,USA
10762,24,3,2015-12-02,2015-12-30,2015-12-09,1,328.74,Destination YCMPK,Åkergatan 8901,Bräcke,,10166,Swede
10763,23,3,2015-12-03,2015-12-31,2015-12-08,3,37.35,Destination PXQRR,"5678, chaussée de Tournai",Lille,,10163,France
10764,20,6,2015-12-03,2015-12-31,2015-12-08,3,145.45,Destination CUVPF,Kirchgasse 1234,Graz,,10159,Austria
10765,63,3,2015-12-04,2016-01-01,2015-12-09,3,42.74,Ship to 63-A,Taucherstraße 1234,Cunewalde,,10279,Germany
10766,56,4,2015-12-05,2016-01-02,2015-12-09,1,157.55,Ship to 56-C,Mehrheimerstr. 2345,Köl,,10260,Germany
10767,76,4,2015-12-05,2016-01-02,2015-12-15,3,1.59,Ship to 76-B,"Boulevard Tirou, 9012",Charleroi,,10318,Belgium
10768,4,3,2015-12-08,2016-01-05,2015-12-15,2,146.32,Ship to 4-B,Brook Farm Stratford St. Mary 1234,Colchester,Essex,10239,UK
10769,83,3,2015-12-08,2016-01-05,2015-12-12,1,65.06,Ship to 83-C,Smagsloget 2345,Århus,,10341,Denmark
10770,34,8,2015-12-09,2016-01-06,2015-12-17,3,5.32,Destination JPAIY,"Rua do Paço, 8901",Rio de Janeiro,RJ,10196,Brazil
10771,20,9,2015-12-10,2016-01-07,2016-01-02,2,11.19,Destination CUVPF,Kirchgasse 1234,Graz,,10159,Austria
10772,44,3,2015-12-10,2016-01-07,2015-12-19,2,91.28,Ship to 44-B,Magazinweg 5678,Frankfurt a.M.,,10223,Germany
10773,20,1,2015-12-11,2016-01-08,2015-12-16,3,96.43,Destination FFXKT,Kirchgasse 0123,Graz,,10158,Austria
10774,24,4,2015-12-11,2015-12-25,2015-12-12,1,48.2,Destination KBSB,Åkergatan 9012,Bräcke,,10167,Swede
10775,78,7,2015-12-12,2016-01-09,2015-12-26,1,20.25,Ship to 78-A,4567 Grizzly Peak Rd.,Butte,MT,10323,USA
10776,20,1,2015-12-15,2016-01-12,2015-12-18,3,351.53,Destination RVDMF,Kirchgasse 9012,Graz,,10157,Austria
10777,31,7,2015-12-15,2015-12-29,2016-01-21,2,3.01,Destination GWPFK,"Av. Brasil, 0123",Campinas,SP,10188,Brazil
10778,5,3,2015-12-16,2016-01-13,2015-12-24,1,6.79,Ship to 5-A,Berguvsvägen  9012,Luleå,,10267,Swede
10779,52,3,2015-12-16,2016-01-13,2016-01-14,2,58.13,Ship to 52-A,Heerstr. 9012,Leipzig,,10247,Germany
10780,46,2,2015-12-16,2015-12-30,2015-12-25,1,42.13,Ship to 46-C,Carrera 2345 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,10229,Venezuela
10781,87,2,2015-12-17,2016-01-14,2015-12-19,3,73.16,Ship to 87-A,Torikatu 1234,Oulu,,10350,Finland
10782,12,9,2015-12-17,2016-01-14,2015-12-22,3,1.1,Destination CJDJB,Cerrito 8901,Buenos Aires,,10136,Argentina
10783,34,4,2015-12-18,2016-01-15,2015-12-19,2,124.98,Destination DPCVR,"Rua do Paço, 6789",Rio de Janeiro,RJ,10194,Brazil
10784,49,4,2015-12-18,2016-01-15,2015-12-22,3,70.09,Ship to 49-A,Via Ludovico il Moro 8901,Bergamo,,10235,Italy
10785,33,1,2015-12-18,2016-01-15,2015-12-24,3,1.51,Destination FQJFJ,5ª Ave. Los Palos Grandes 4567,Caracas,DF,10192,Venezuela
10786,62,8,2015-12-19,2016-01-16,2015-12-23,1,110.87,Ship to 62-B,"Alameda dos Canàrios, 9012",Sao Paulo,SP,10277,Brazil
10787,41,2,2015-12-19,2016-01-02,2015-12-26,1,249.93,Destination DWJIO,9012 rue Alsace-Lorraine,Toulouse,,10217,France
10788,63,1,2015-12-22,2016-01-19,2016-01-19,2,42.7,Ship to 63-C,Taucherstraße 3456,Cunewalde,,10281,Germany
10789,23,1,2015-12-22,2016-01-19,2015-12-31,2,100.6,Destination PXQRR,"5678, chaussée de Tournai",Lille,,10163,France
10790,31,6,2015-12-22,2016-01-19,2015-12-26,1,28.23,Destination XOIGC,"Av. Brasil, 8901",Campinas,SP,10186,Brazil
10791,25,6,2015-12-23,2016-01-20,2016-01-01,2,16.85,Destination QOCBL,Berliner Platz 1234,Münche,,10169,Germany
10792,91,1,2015-12-23,2016-01-20,2015-12-31,3,23.79,Ship to 91-C,ul. Filtrowa 7890,Warszawa,,10366,Poland
10793,4,3,2015-12-24,2016-01-21,2016-01-08,3,4.52,Ship to 4-B,Brook Farm Stratford St. Mary 1234,Colchester,Essex,10239,UK
10794,61,6,2015-12-24,2016-01-21,2016-01-02,1,21.49,Ship to 61-C,"Rua da Panificadora, 7890",Rio de Janeiro,RJ,10275,Brazil
10795,20,8,2015-12-24,2016-01-21,2016-01-20,2,126.66,Destination FFXKT,Kirchgasse 0123,Graz,,10158,Austria
10796,35,3,2015-12-25,2016-01-22,2016-01-14,1,26.52,Destination UOUWK,Carrera 9012 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,10197,Venezuela
10797,17,7,2015-12-25,2016-01-22,2016-01-05,2,33.35,Destination AJTHX,Walserweg 9012,Aache,,10147,Germany
10798,38,2,2015-12-26,2016-01-23,2016-01-05,1,2.33,Destination AXVHD,Garden House Crowther Way 9012,Cowes,Isle of Wight,10207,UK
10799,39,9,2015-12-26,2016-02-06,2016-01-05,3,30.76,Destination DKMQA,Maubelstr. 0123,Brandenburg,,10208,Germany
10800,72,1,2015-12-26,2016-01-23,2016-01-05,3,137.44,Ship to 72-C,1234 Wadhurst Rd.,Londo,,10309,UK
10801,8,4,2015-12-29,2016-01-26,2015-12-31,2,97.09,Ship to 8-C,"C/ Araquil, 1234",Madrid,,10360,Spai
10802,73,4,2015-12-29,2016-01-26,2016-01-02,2,257.26,Ship to 73-A,Vinbæltet 1234,Kobenhav,,10310,Denmark
10803,88,4,2015-12-30,2016-01-27,2016-01-06,1,55.23,Ship to 88-B,"Rua do Mercado, 5678",Resende,SP,10354,Brazil
10804,72,6,2015-12-30,2016-01-27,2016-01-07,2,27.33,Ship to 72-C,1234 Wadhurst Rd.,Londo,,10309,UK
10805,77,2,2015-12-30,2016-01-27,2016-01-09,3,237.34,Ship to 77-A,1234 Jefferson Way Suite 2,Portland,OR,10320,USA
10806,84,3,2015-12-31,2016-01-28,2016-01-05,2,22.11,Ship to 84-C,"5678, rue du Commerce",Lyo,,10344,France
10807,27,4,2015-12-31,2016-01-28,2016-01-30,1,1.36,Destination XNLFB,Via Monte Bianco 5678,Torino,,10173,Italy
10808,55,2,2016-01-01,2016-01-29,2016-01-09,3,45.53,Ship to 55-B,8901 Bering St.,Anchorage,AK,10256,USA
10809,88,7,2016-01-01,2016-01-29,2016-01-07,1,4.87,Ship to 88-C,"Rua do Mercado, 6789",Resende,SP,10355,Brazil
10810,42,2,2016-01-01,2016-01-29,2016-01-07,3,4.33,Ship to 42-A,1234 Elm St.,Vancouver,BC,10219,Canada
10811,47,8,2016-01-02,2016-01-30,2016-01-08,1,31.22,Ship to 47-B,Ave. 5 de Mayo Porlamar 4567,I. de Margarita,Nueva Esparta,10231,Venezuela
10812,66,5,2016-01-02,2016-01-30,2016-01-12,1,59.78,Ship to 66-B,Strada Provinciale 1234,Reggio Emilia,,10289,Italy
10813,67,1,2016-01-05,2016-02-02,2016-01-09,1,47.38,Ship to 67-C,"Av. Copacabana, 5678",Rio de Janeiro,RJ,10293,Brazil
10814,84,3,2016-01-05,2016-02-02,2016-01-14,3,130.94,Ship to 84-B,"4567, rue du Commerce",Lyo,,10343,France
10815,71,2,2016-01-05,2016-02-02,2016-01-14,3,14.62,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA
10816,32,4,2016-01-06,2016-02-03,2016-02-04,2,719.78,Destination AVQUS,2345 Baker Blvd.,Eugene,OR,10190,USA
10817,39,3,2016-01-06,2016-01-20,2016-01-13,2,306.07,Destination RMBHM,Maubelstr. 1234,Brandenburg,,10209,Germany
10818,49,7,2016-01-07,2016-02-04,2016-01-12,3,65.48,Ship to 49-B,Via Ludovico il Moro 9012,Bergamo,,10236,Italy
10819,12,2,2016-01-07,2016-02-04,2016-01-16,3,19.76,Destination QTHBC,Cerrito 6789,Buenos Aires,,10134,Argentina
10820,65,3,2016-01-07,2016-02-04,2016-01-13,2,37.52,Ship to 65-B,8901 Milton Dr.,Albuquerque,NM,10286,USA
10821,75,1,2016-01-08,2016-02-05,2016-01-15,1,36.68,Ship to 75-A,P.O. Box 5678,Lander,WY,10314,USA
10822,82,6,2016-01-08,2016-02-05,2016-01-16,3,7,Ship to 82-B,9012 DaVinci Blvd.,Kirkland,WA,10338,USA
10823,46,5,2016-01-09,2016-02-06,2016-01-13,2,163.97,Ship to 46-A,Carrera 0123 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,10227,Venezuela
10824,24,8,2016-01-09,2016-02-06,2016-01-30,1,1.23,Destination NCKKO,Åkergatan 7890,Bräcke,,10165,Swede
10825,17,1,2016-01-09,2016-02-06,2016-01-14,1,79.25,Destination BJCXA,Walserweg 7890,Aache,,10145,Germany
10826,7,6,2016-01-12,2016-02-09,2016-02-06,1,7.09,Ship to 7-C,"2345, place Kléber",Strasbourg,,10331,France
10827,9,1,2016-01-12,2016-01-26,2016-02-06,2,63.54,Ship to 9-B,"9012, rue des Bouchers",Marseille,,10368,France
10828,64,9,2016-01-13,2016-01-27,2016-02-04,1,90.85,Ship to 64-B,Av. del Libertador 5678,Buenos Aires,,10283,Argentina
10829,38,9,2016-01-13,2016-02-10,2016-01-23,1,154.72,Destination QVTLW,Garden House Crowther Way 7890,Cowes,Isle of Wight,10205,UK
